timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-02-10T00:00:00.000Z";"2025-02-10T23:59:59.999Z";"2025-02-10T08:17:00.000Z";"2025-02-10T02:13:00.000Z";"2781";13.7542278236;15.0659827323;13.4173811714;14.5659741791;158591166.68;1441608089.67;"2025-02-10T23:59:59.999Z"
"2025-02-09T00:00:00.000Z";"2025-02-09T23:59:59.999Z";"2025-02-09T04:04:00.000Z";"2025-02-09T22:07:00.000Z";"2781";13.8312572602;14.3231304319;13.0559817356;13.7542278236;103211688.93;1361268793.55;"2025-02-09T23:59:59.999Z"
"2025-02-08T00:00:00.000Z";"2025-02-08T23:59:59.999Z";"2025-02-08T23:43:00.000Z";"2025-02-08T07:19:00.000Z";"2781";13.474681738;13.9425658248;12.8556842395;13.8312572602;100316583.89;1368892468.94;"2025-02-08T23:59:59.999Z"
"2025-02-07T00:00:00.000Z";"2025-02-07T23:59:59.999Z";"2025-02-07T14:53:00.000Z";"2025-02-07T22:36:00.000Z";"2781";13.1329967047;14.7311493118;12.9373156531;13.474681738;139474911.11;1333601855.97;"2025-02-07T23:59:59.999Z"
"2025-02-06T00:00:00.000Z";"2025-02-06T23:59:59.999Z";"2025-02-06T07:02:00.000Z";"2025-02-06T23:44:00.000Z";"2781";13.9905818584;14.3463776826;12.9680766134;13.1329967047;121268906.5;1299784968.61;"2025-02-06T23:59:59.999Z"
"2025-02-05T00:00:00.000Z";"2025-02-05T23:59:59.999Z";"2025-02-05T11:22:00.000Z";"2025-02-05T23:00:00.000Z";"2781";14.3862726147;14.9105317356;13.8125162158;13.9905818584;96680705.16;1384660973.46;"2025-02-05T23:59:59.999Z"
"2025-02-04T00:00:00.000Z";"2025-02-04T23:59:59.999Z";"2025-02-04T00:13:00.000Z";"2025-02-04T08:49:00.000Z";"2781";16.0421985555;16.1299210585;13.7892712587;14.3862726147;182480307.47;1423822857.75;"2025-02-04T23:59:59.999Z"
"2025-02-03T00:00:00.000Z";"2025-02-03T23:59:59.999Z";"2025-02-03T22:44:00.000Z";"2025-02-03T02:11:00.000Z";"2781";15.5176090811;16.2790822266;11.8747635204;16.0421360555;405929141.74;1587711397.08;"2025-02-03T23:59:59.999Z"
"2025-02-02T00:00:00.000Z";"2025-02-02T23:59:59.999Z";"2025-02-02T01:11:00.000Z";"2025-02-02T23:29:00.000Z";"2781";18.3295542362;18.8374046253;14.9472701145;15.5176090811;202558638.78;1535792286.09;"2025-02-02T23:59:59.999Z"
"2025-02-01T00:00:00.000Z";"2025-02-01T23:59:59.999Z";"2025-02-01T01:38:00.000Z";"2025-02-01T23:28:00.000Z";"2781";20.2500586153;20.5559523107;18.1555617804;18.3295542362;104025401.43;1814093128.41;"2025-02-01T23:59:59.999Z"
"2025-01-31T00:00:00.000Z";"2025-01-31T23:59:59.999Z";"2025-01-31T16:06:00.000Z";"2025-01-31T03:31:00.000Z";"2781";19.941719475;21.1212976936;19.6893370798;20.2502915293;121898542.6;2004190294.98;"2025-01-31T23:59:59.999Z"
"2025-01-30T00:00:00.000Z";"2025-01-30T23:59:59.999Z";"2025-01-30T20:23:00.000Z";"2025-01-30T00:35:00.000Z";"2781";18.3667376535;20.3306862715;18.1973310225;19.941719475;121481650.68;1973650630.13;"2025-01-30T23:59:59.999Z"
"2025-01-29T00:00:00.000Z";"2025-01-29T23:59:59.999Z";"2025-01-29T21:37:00.000Z";"2025-01-29T00:04:00.000Z";"2781";17.5949722371;19.0245342911;17.5689008283;18.3672666431;117566583.86;1817825560.6;"2025-01-29T23:59:59.999Z"
"2025-01-28T00:00:00.000Z";"2025-01-28T23:59:59.999Z";"2025-01-28T05:38:00.000Z";"2025-01-28T22:13:00.000Z";"2781";19.1408188169;19.4065721668;17.320912728;17.5949722371;115276560.53;1741390860.83;"2025-01-28T23:59:59.999Z"
"2025-01-27T00:00:00.000Z";"2025-01-27T23:59:59.999Z";"2025-01-27T00:10:00.000Z";"2025-01-27T12:33:00.000Z";"2781";20.159185707;20.2677928359;18.1083005096;19.1408188169;196373875.56;1894384742.83;"2025-01-27T23:59:59.999Z"
"2025-01-26T00:00:00.000Z";"2025-01-26T23:59:59.999Z";"2025-01-26T18:46:00.000Z";"2025-01-26T23:59:00.000Z";"2781";20.6721511258;21.3915685512;20.1568307939;20.159185707;86869235.32;1995173466.53;"2025-01-26T23:59:59.999Z"
"2025-01-25T00:00:00.000Z";"2025-01-25T23:59:59.999Z";"2025-01-25T03:35:00.000Z";"2025-01-25T09:31:00.000Z";"2781";20.7812063763;21.14169385;20.3414313674;20.6715621873;78336463.56;2045883846.07;"2025-01-25T23:59:59.999Z"
"2025-01-24T00:00:00.000Z";"2025-01-24T23:59:59.999Z";"2025-01-24T18:29:00.000Z";"2025-01-24T02:49:00.000Z";"2781";20.8488053476;21.8275783252;20.2485418469;20.7812507334;111354043.03;2056739824.08;"2025-01-24T23:59:59.999Z"
"2025-01-23T00:00:00.000Z";"2025-01-23T23:59:59.999Z";"2025-01-23T16:17:00.000Z";"2025-01-23T13:26:00.000Z";"2781";21.4213522769;21.7864082887;20.347347836;20.8492316648;129562609.02;2063425767.44;"2025-01-23T23:59:59.999Z"
"2025-01-22T00:00:00.000Z";"2025-01-22T23:59:59.999Z";"2025-01-22T00:04:00.000Z";"2025-01-22T23:13:00.000Z";"2781";22.7765769779;23.0297927786;21.3107389722;21.4214749547;101448704.55;2120091272.6;"2025-01-22T23:59:59.999Z"
"2025-01-21T00:00:00.000Z";"2025-01-21T23:59:59.999Z";"2025-01-21T22:41:00.000Z";"2025-01-21T04:38:00.000Z";"2781";21.5846683949;23.1394876787;20.1601564705;22.7765769779;161249534.22;2254219128.95;"2025-01-21T23:59:59.999Z"
"2025-01-20T00:00:00.000Z";"2025-01-20T23:59:59.999Z";"2025-01-20T12:01:00.000Z";"2025-01-20T01:52:00.000Z";"2781";20.640340983;23.6789380516;19.8404233644;21.5846683949;318975445.96;2136254821.57;"2025-01-20T23:59:59.999Z"
"2025-01-19T00:00:00.000Z";"2025-01-19T23:59:59.999Z";"2025-01-19T02:43:00.000Z";"2025-01-19T23:41:00.000Z";"2781";23.8860184695;24.2332211836;20.4686897526;20.6380652843;235884663.72;2042793854.27;"2025-01-19T23:59:59.999Z"
"2025-01-18T00:00:00.000Z";"2025-01-18T23:59:59.999Z";"2025-01-18T00:52:00.000Z";"2025-01-18T21:58:00.000Z";"2781";24.7414692711;25.0714414179;23.2384265074;23.8866237327;165462178.09;2364021591.16;"2025-01-18T23:59:59.999Z"
"2025-01-17T00:00:00.000Z";"2025-01-17T23:59:59.999Z";"2025-01-17T11:01:00.000Z";"2025-01-17T00:00:00.000Z";"2781";22.6944359248;25.9725433758;22.693153016;24.7414692711;226524919.13;2448686357.19;"2025-01-17T23:59:59.999Z"
"2025-01-16T00:00:00.000Z";"2025-01-16T23:59:59.999Z";"2025-01-16T20:05:00.000Z";"2025-01-16T14:49:00.000Z";"2781";23.0636887349;23.2939443391;22.2605847337;22.6944359248;123278918.68;2246089552.09;"2025-01-16T23:59:59.999Z"
"2025-01-15T00:00:00.000Z";"2025-01-15T23:59:59.999Z";"2025-01-15T20:23:00.000Z";"2025-01-15T12:30:00.000Z";"2781";21.1687731713;23.354213177;20.8668390187;23.0607969754;154328599.95;2282634848.1;"2025-01-15T23:59:59.999Z"
"2025-01-14T00:00:00.000Z";"2025-01-14T23:59:59.999Z";"2025-01-14T22:55:00.000Z";"2025-01-14T00:19:00.000Z";"2781";20.1129209771;21.2117816335;20.0150700748;21.1687731713;95164934.49;2095093282.25;"2025-01-14T23:59:59.999Z"
"2025-01-13T00:00:00.000Z";"2025-01-13T23:59:59.999Z";"2025-01-13T00:43:00.000Z";"2025-01-13T14:37:00.000Z";"2781";20.8455757144;21.395188052;18.6221146695;20.1128654216;151826513.01;1990589104.55;"2025-01-13T23:59:59.999Z"
"2025-01-12T00:00:00.000Z";"2025-01-12T23:59:59.999Z";"2025-01-12T02:28:00.000Z";"2025-01-12T22:30:00.000Z";"2781";21.3189535533;21.5360371563;20.4872008662;20.8455757144;92928021.17;2063106127.62;"2025-01-12T23:59:59.999Z"
"2025-01-11T00:00:00.000Z";"2025-01-11T23:59:59.999Z";"2025-01-11T21:52:00.000Z";"2025-01-11T14:19:00.000Z";"2781";21.5736951502;21.8976932345;20.8703043962;21.3189535533;90861460.71;2109956775.14;"2025-01-11T23:59:59.999Z"
"2025-01-10T00:00:00.000Z";"2025-01-10T23:59:59.999Z";"2025-01-10T13:29:00.000Z";"2025-01-10T15:16:00.000Z";"2781";21.056744533;21.7933456606;20.7174762041;21.5736951502;153919633.24;2135168789.27;"2025-01-10T23:59:59.999Z"
